title;description;artist;culture;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
Ecce Homo;Maerten de Vos (Netherlandish, Antwerp 1532–1603 Antwerp);Maerten de Vos;;<p>Maerten de Vos (Netherlandish, Antwerp 1532–1603 Antwerp) </p><p>Date: 1584<br/>Accession Number: 2002.120</p>;"/art/collection/search/352012?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=436";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP801112.jpg;dp/web-additional/DP801112.jpg;dp/web-large/DP801112.jpg;1584;"Pen and brown ink, brush and brown and gray wash; incised for transfer; framing lines in pen and brown ink";2002.120;Not on view
Coat of Arms with a Cock;Sebald Beham (German, Nuremberg 1500–1550 Frankfurt);Sebald Beham;;<p>Sebald Beham (German, Nuremberg 1500–1550 Frankfurt) </p><p>Date: 1543<br/>Accession Number: 18.15</p>;"/art/collection/search/418368?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=437";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP834271.jpg;dp/web-additional/DP834271.jpg;dp/web-large/DP834271.jpg;1543;Engraving;18.15;Not on view
Kitenge (Fabric Yardage);Tasini, Tanzania ;Tasini, Tanzania;;<p>Tasini, Tanzania</p><p>Date: 1971<br/>Accession Number: 1975.228.5</p>;"/art/collection/search/85582?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=438";https://images.metmuseum.org/CRDImages/ao/mobile-large/DP-26746-002.jpg;ao/web-additional/DP-26746-002.jpg;ao/web-large/DP-26746-002.jpg;1971;Cotton;1975.228.5;Not on view
"""Again, Madame, whether you do or do not want to divorce, you are perfectly free""";J. J. Grandville (French, Nancy 1803–1847 Vanves);J. J. Grandville;;<p>J. J. Grandville (French, Nancy 1803–1847 Vanves) </p><p>Date: 1832<br/>Accession Number: 63.625.100</p>;"/art/collection/search/388104?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=439";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP887437.jpg;dp/web-additional/DP887437.jpg;dp/web-large/DP887437.jpg;1832;Lithograph;63.625.100;Not on view
Barberini Cabinet;Galleria dei Lavori, Florence ;Galleria dei Lavori, Florence;Italian, Florence;<p>Galleria dei Lavori, Florence</p><p>Date: ca. 1606–23<br/>Accession Number: 1988.19</p>;"/art/collection/search/207712?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=440";https://images.metmuseum.org/CRDImages/es/mobile-large/DP106703.jpg;es/web-additional/DP106703.jpg;es/web-large/DP106703.jpg;ca. 1606–23;"Oak and poplar veneered with various exotic hardwoods, with ebony moldings and plaques of marble, slate (paragon); pietre dure work consisting of colored marbles, rock crystal, and various hardstones";1988.19;Not on view
Easter Card;Mela Koehler (Austrian, Vienna 1885–1960 Stockholm);Mela Koehler;;<p>Mela Koehler (Austrian, Vienna 1885–1960 Stockholm) </p><p>Date: 1911<br/>Accession Number: WW.551</p>;"/art/collection/search/650205?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=441";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP848989.jpg;dp/web-additional/DP848989.jpg;dp/web-large/DP848989.jpg;1911;Color lithograph;WW.551;Not on view
The Old Cock;Félix Bracquemond (French, Paris 1833–1914 Sèvres);Félix Bracquemond;;<p>Félix Bracquemond (French, Paris 1833–1914 Sèvres) </p><p>Date: ca. 1882<br/>Accession Number: 67.844.1</p>;"/art/collection/search/343435?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=442";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP805497.jpg;dp/web-additional/DP805497.jpg;dp/web-large/DP805497.jpg;ca. 1882;Watercolor over black chalk;67.844.1;Not on view
Where the Eggs and the Good Roast Come From;Paul Klee (German (born Switzerland), Münchenbuchsee 1879–1940 Muralto-Locarno);Paul Klee;;<p>Paul Klee (German (born Switzerland), Münchenbuchsee 1879–1940 Muralto-Locarno) </p><p>Date: 1921<br/>Accession Number: 1987.455.6</p>;"/art/collection/search/484875?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=443";https://images.metmuseum.org/CRDImages/ma/mobile-large/DT5836.jpg;ma/web-additional/DT5836.jpg;ma/web-large/DT5836.jpg;1921;Watercolor and transferred printing ink on paper mounted on cardboard;1987.455.6;Not on view
Watch;Watchmaker: Anthoine Arlaud (born ca. 1590, after 1641);Anthoine Arlaud;Swiss, Geneva;<p>Watchmaker: Anthoine Arlaud (born ca. 1590, after 1641) </p><p>Date: ca. 1620–30<br/>Accession Number: 17.190.1610</p>;"/art/collection/search/194198?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=444";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-29565-002.jpg;es/web-additional/DP-29565-002.jpg;es/web-large/DP-29565-002.jpg;ca. 1620–30;"Case: rock crystal, with gilded silver mounts; Dial: silver, partly gilded; Movement: gilded brass and steel";17.190.1610;Not on view
Cow with a Parasol;Marc Chagall (French, Vitebsk 1887–1985 Saint-Paul-de-Vence);Marc Chagall;;<p>Marc Chagall (French, Vitebsk 1887–1985 Saint-Paul-de-Vence) </p><p>Date: 1946<br/>Accession Number: 2007.247.3</p>;"/art/collection/search/494303?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=445";https://images.metmuseum.org/CRDImages/ma/mobile-large/DP263839.jpg;ma/web-additional/DP263839.jpg;ma/web-large/DP263839.jpg;1946;Oil on canvas;2007.247.3;Not on view
Headscarf; ;;;<p>Date: 1800–1941<br/>Accession Number: C.I.41.110.117</p>;"/art/collection/search/126644?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=446";https://images.metmuseum.org/CRDImages/is/mobile-large/CI41.110.117.jpg;is/web-additional/CI41.110.117.jpg;is/web-large/CI41.110.117.jpg;1800–1941;"Linen, silk; embroidered";C.I.41.110.117;Not on view
Aryballos (perfume jar) in the form of a cock; ;;;<p>Date: 6th century BC<br/>Accession Number: 17.194.2456</p>;"/art/collection/search/573254?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=447";https://images.metmuseum.org/CRDImages/eg/mobile-large/DP-24816-003.jpg;eg/web-additional/DP-24816-003.jpg;eg/web-large/DP-24816-003.jpg;6th century BC;Faience;17.194.2456;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjUwMTEyLDQwLjc4MDE2MDA4QGxtQDEwNjI2MTI3MDkyMzY=' target='_blank'>Gallery 130</a>
"Adam and the Beasts, Frontispiece to Hayley&#39;s ""Ballads""";William Blake (British, London 1757–1827 London);William Blake;;<p>William Blake (British, London 1757–1827 London) </p><p>Date: June 1, 1802<br/>Accession Number: 2007.49.378</p>;"/art/collection/search/375911?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=448";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP817360.jpg;dp/web-additional/DP817360.jpg;dp/web-large/DP817360.jpg;June 1, 1802;Engraving;2007.49.378;Not on view
Plate with flowers; ;;China;<p>Date: late 18th century<br/>Accession Number: 91.1.391</p>;"/art/collection/search/46442?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=449";https://images.metmuseum.org/CRDImages/as/mobile-large/LC-91_1_391_whs-002.jpg;as/web-additional/LC-91_1_391_whs-002.jpg;as/web-large/LC-91_1_391_whs-002.jpg;late 18th century;Porcelain painted in overglaze polychrome enamels (Jingdezhen ware);91.1.391;Not on view
One Hundred Boys;Kano Ein? (Japanese, 1631–1697);Kano Ein?;Japan;<p>Kano Ein? (Japanese, 1631–1697) </p><p>Date: 17th century<br/>Accession Number: 2009.260.1, .2</p>;"/art/collection/search/75372?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=450";https://images.metmuseum.org/CRDImages/as/mobile-large/DP229788.jpg;as/web-additional/DP229788.jpg;as/web-large/DP229788.jpg;17th century;"Pair of six-panel folding screens; ink, color, and gold on paper";2009.260.1, .2;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjY2NzYzLDQwLjc4MDI4NTU1QGxtQDk3NTA5MTA3NDg0NA==' target='_blank'>Gallery 230</a>
Ancestor Figure; ;;Sawos people;<p>Date: 19th century or earlier<br/>Accession Number: 1979.206.1561</p>;"/art/collection/search/313780?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=451";https://images.metmuseum.org/CRDImages/ao/mobile-large/DP294667.jpg;ao/web-additional/DP294667.jpg;ao/web-large/DP294667.jpg;19th century or earlier;Wood, paint, fiber, ferrous metal;1979.206.1561;Not on view
Armorial Roundel; ;;German;<p>Date: ca. 1500<br/>Accession Number: 1980.214.2</p>;"/art/collection/search/469847?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=452";https://images.metmuseum.org/CRDImages/cl/mobile-large/MED34.jpg;cl/web-additional/MED34.jpg;cl/web-large/MED34.jpg;ca. 1500;Pot-metal glass, vitreous paint, and silver stain;1980.214.2;On view at The Met Cloisters in <a href='https://maps.metmuseum.org' target='_blank'>Gallery 19</a>
Terracotta fragment of a kylix (drinking cup); ;;Greek, Attic;<p>Date: 500–490 BCE<br/>Accession Number: 2011.604.1.2879</p>;"/art/collection/search/689428?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=453";https://images.metmuseum.org/CRDImages/gr/mobile-large/DVB02870_1_ff.jpg;gr/web-additional/DVB02870_1_ff.jpg;gr/web-large/DVB02870_1_ff.jpg;500–490 BCE;Terracotta;2011.604.1.2879;Not on view
Terracotta fragment of a Panathenaic prize amphora; ;;Greek, Attic;<p>Date: last quarter of the 6th century BCE<br/>Accession Number: 2011.604.3.474</p>;"/art/collection/search/745381?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=454";https://images.metmuseum.org/CRDImages/gr/mobile-large/DVB11404_1_ff.jpg;gr/web-additional/DVB11404_1_ff.jpg;gr/web-large/DVB11404_1_ff.jpg;last quarter of the 6th century BCE;Terracotta;2011.604.3.474;Not on view
Terracotta fragment of a lekanis lid (covered dish); ;;Greek, Attic;<p>Date: second quarter of the 6th century BCE<br/>Accession Number: 2011.604.3.968</p>;"/art/collection/search/750236?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=455";https://images.metmuseum.org/CRDImages/gr/mobile-large/DVB12307_1_ff.jpg;gr/web-additional/DVB12307_1_ff.jpg;gr/web-large/DVB12307_1_ff.jpg;second quarter of the 6th century BCE;Terracotta;2011.604.3.968;Not on view
The Monet Family in Their Garden at Argenteuil;Edouard Manet (French, Paris 1832–1883 Paris);Edouard Manet;;<p>Edouard Manet (French, Paris 1832–1883 Paris) </p><p>Date: 1874<br/>Accession Number: 1976.201.14</p>;"/art/collection/search/436965?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=456";https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-25465-001.jpg;ep/web-additional/DP-25465-001.jpg;ep/web-large/DP-25465-001.jpg;1874;"Oil on canvas
";1976.201.14;Not on view
Terracotta fragment of a hydria (water jar); ;;Greek, Attic;<p>Date: second quarter of the 6th century BCE<br/>Accession Number: 2011.604.3.699</p>;"/art/collection/search/750026?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=457";https://images.metmuseum.org/CRDImages/gr/mobile-large/DVB12215_1_ff.jpg;gr/web-additional/DVB12215_1_ff.jpg;gr/web-large/DVB12215_1_ff.jpg;second quarter of the 6th century BCE;Terracotta;2011.604.3.699;Not on view
Terracotta fragment of a kylix (drinking cup); ;;Greek, Attic;<p>Date: 490–480 BCE<br/>Accession Number: 2011.604.1.953</p>;"/art/collection/search/670479?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=458";https://images.metmuseum.org/CRDImages/gr/mobile-large/DVB01048_1_ff.jpg;gr/web-additional/DVB01048_1_ff.jpg;gr/web-large/DVB01048_1_ff.jpg;490–480 BCE;Terracotta;2011.604.1.953;Not on view
Poultry vendor with base, leather hat, and two roosters; ;;Italian, Naples;<p>Date: 18th century<br/>Accession Number: L.1990.81.63</p>;"/art/collection/search/208682?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=459";https://images.metmuseum.org/CRDImages/es/mobile-large/selby63.2.jpg;es/web-additional/selby63.2.jpg;es/web-large/selby63.2.jpg;18th century;"Polychromed terracotta head and wooden limbs; body of wire wrapped in tow; cotton and leather garments or accessories; wicker basket with mixed media";L.1990.81.63;Not on view
Arch with Beasts; ;;French;<p>Date: ca. 1150–75<br/>Accession Number: 22.58.1a</p>;"/art/collection/search/473682?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=460";https://images.metmuseum.org/CRDImages/cl/mobile-large/DP132210.jpg;cl/web-additional/DP132210.jpg;cl/web-large/DP132210.jpg;ca. 1150–75;Marble;22.58.1a;On view at The Met Cloisters in <a href='https://maps.metmuseum.org' target='_blank'>Gallery 7</a>
Album of Sketches by Katsushika Hokusai and His Disciples;Katsushika Hokusai (Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo));Katsushika Hokusai;Japan;<p>Katsushika Hokusai (Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)) </p><p>Date: 19th century<br/>Accession Number: 14.76.59.1–.102</p>;"/art/collection/search/40011?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=461";https://images.metmuseum.org/CRDImages/as/mobile-large/DP206812.jpg;as/web-additional/DP206812.jpg;as/web-large/DP206812.jpg;19th century;"Album of ninety-seven leaves; ink and color on paper";14.76.59.1–.102;Not on view
Terracotta fragments of a kylix (drinking cup); ;;Greek, Attic;<p>Date: 530–510 BCE<br/>Accession Number: 2011.604.3.2453a, b</p>;"/art/collection/search/756096?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=462";https://images.metmuseum.org/CRDImages/gr/mobile-large/DVB13720_1_ff.jpg;gr/web-additional/DVB13720_1_ff.jpg;gr/web-large/DVB13720_1_ff.jpg;530–510 BCE;Terracotta;2011.604.3.2453a, b;Not on view
Sallet;Attributed to Hans Blarer the Younger (German, Basel, documented 1453–83);Hans Blarer the Younger;German, Basel;<p>Attributed to Hans Blarer the Younger (German, Basel, documented 1453–83) </p><p>Date: ca. 1470–80<br/>Accession Number: 29.158.11</p>;"/art/collection/search/26445?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=463";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP22355.jpg;aa/web-additional/DP22355.jpg;aa/web-large/DP22355.jpg;ca. 1470–80;Steel;29.158.11;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzI1ODQ5LDQwLjc3OTk3NEBsbUA4OTYxODc5ODA4MzI=' target='_blank'>Gallery 373</a>
Il Gallo in Michoacán, Mexico;"Morgan O&#39;Hara (American)";Morgan O'Hara;;"<p>Morgan O&#39;Hara (American) </p><p>Date: 2015<br/>Accession Number: 2017.359.3</p>";"/art/collection/search/748815?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=464";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP876564.jpg;dp/web-additional/DP876564.jpg;dp/web-large/DP876564.jpg;2015;Screenprint;2017.359.3;Not on view
Terracotta fragments of a Panathenaic prize amphora; ;;Greek, Attic;<p>Date: first quarter of the 5th century BCE<br/>Accession Number: 2011.604.3.27a, b</p>;"/art/collection/search/745027?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=465";https://images.metmuseum.org/CRDImages/gr/mobile-large/DVB11623_1_ff.jpg;gr/web-additional/DVB11623_1_ff.jpg;gr/web-large/DVB11623_1_ff.jpg;first quarter of the 5th century BCE;Terracotta;2011.604.3.27a, b;Not on view
Pillow in the Shape of a Twin-Headed Bird;Accession Number: SL.1.2017.22.4 ;;China;<p>Accession Number: SL.1.2017.22.4</p>;"/art/collection/search/696821?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=466";https://images.metmuseum.org/CRDImages/as/mobile-large/LC-SL_1_2017_22_4_001.jpg;as/web-additional/LC-SL_1_2017_22_4_001.jpg;as/web-large/LC-SL_1_2017_22_4_001.jpg;;Woven silk jin (warp-faced compound plain weave), two amber beads;SL.1.2017.22.4;Not on view
Side chair (chais à la reine) (one of a pair);Georges Jacob (French, Cheny 1739–1814 Paris);Georges Jacob;French, Paris;<p>Georges Jacob (French, Cheny 1739–1814 Paris) </p><p>Date: 1784<br/>Accession Number: 1977.102.13</p>;"/art/collection/search/231980?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=467";https://images.metmuseum.org/CRDImages/es/mobile-large/DP105674.jpg;es/web-additional/DP105674.jpg;es/web-large/DP105674.jpg;1784;"Carved and gilded walnut; pink silk moiré damask (not original)";1977.102.13;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzkyOTEsNDAuNzc5NDEzNjRAbG1AOTc5NzQ0ODA3ODg0' target='_blank'>Gallery 546</a>
Snuffbox;Johann Neuber of Schwartzenberg (1736–1808);Johann Neuber of Schwartzenberg;German, probably Dresden with French lining and rims;<p>Johann Neuber of Schwartzenberg (1736–1808) </p><p>Date: 1770–80<br/>Accession Number: 17.190.1193</p>;"/art/collection/search/193869?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=468";https://images.metmuseum.org/CRDImages/es/mobile-large/39677.jpg;es/web-additional/39677.jpg;es/web-large/39677.jpg;1770–80;Gold, silver, semi-precious stones;17.190.1193;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzY5MjQxLDQwLjc3OTEwNzAxQGxtQDkwMTczNzQyODEyMg==' target='_blank'>Gallery 533</a>
Biwa;Wakamura workshop ;Wakamura workshop;Japanese;<p>Wakamura workshop</p><p>Date: ca. 1891<br/>Accession Number: 69.271.1a, b</p>;"/art/collection/search/503053?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=469";https://images.metmuseum.org/CRDImages/mi/mobile-large/192824.jpg;mi/web-additional/192824.jpg;mi/web-large/192824.jpg;ca. 1891;Wood, lacquer, gold, white coral?, leather, ivory;69.271.1a, b;Not on view
Latin Cross with Birds and Smaller Motifs;Jacques Hurtu (French (active 1584–1635));Jacques Hurtu;;<p>Jacques Hurtu (French (active 1584–1635)) </p><p>Date: ca. 1614–19<br/>Accession Number: 22.114.4</p>;"/art/collection/search/415175?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=470";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP826391.jpg;dp/web-additional/DP826391.jpg;dp/web-large/DP826391.jpg;ca. 1614–19;Blackwork and engraving;22.114.4;Not on view
New Spring; ;;China;<p>Date: early 20th century<br/>Accession Number: PI.066</p>;"/art/collection/search/77102?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=471";https://images.metmuseum.org/CRDImages/as/mobile-large/PI_042.jpg;as/web-additional/PI_042.jpg;as/web-large/PI_042.jpg;early 20th century;"Woodblock print; ink and color on paper

";PI.066;Not on view
Boy’s Day Carp Streamer and Sh?ki Banner;Kawanabe Ky?sai ???? (Japanese, 1831–1889);Kawanabe Ky?sai ????;Japan;<p>Kawanabe Ky?sai ???? (Japanese, 1831–1889) </p><p>Date: before 1870<br/>Accession Number: 2018.22</p>;"/art/collection/search/754547?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=472";https://images.metmuseum.org/CRDImages/as/mobile-large/DP-16218-006.jpg;as/web-additional/DP-16218-006.jpg;as/web-large/DP-16218-006.jpg;before 1870;"Hanging scroll; ink and color on silk";2018.22;Not on view
Shamisen;Takechi Matsukawa for ;Takechi Matsukawa;Japanese;<p>Takechi Matsukawa for</p><p>Date: 1891<br/>Accession Number: 69.271.2a, b</p>;"/art/collection/search/503054?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=473";https://images.metmuseum.org/CRDImages/mi/mobile-large/DP-28534-001.jpg;mi/web-additional/DP-28534-001.jpg;mi/web-large/DP-28534-001.jpg;1891;Wood, catskin, rope, silk string, lacquer, red coral;69.271.2a, b;Not on view
Parody of Minamoto no Tametomo;Suzuki Harunobu (Japanese, 1725–1770);Suzuki Harunobu;Japan;<p>Suzuki Harunobu (Japanese, 1725–1770) </p><p>Date: 1765<br/>Accession Number: JP2437</p>;"/art/collection/search/54181?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=474";https://images.metmuseum.org/CRDImages/as/mobile-large/DP119571.jpg;as/web-additional/DP119571.jpg;as/web-large/DP119571.jpg;1765;"Woodblock print; ink and color on paper";JP2437;Not on view
Frontispiece for the Society of Etchers;Jules-Ferdinand Jacquemart (French, Paris 1837–1880 Paris);Jules-Ferdinand Jacquemart;;<p>Jules-Ferdinand Jacquemart (French, Paris 1837–1880 Paris) </p><p>Date: 1863<br/>Accession Number: 28.57.16</p>;"/art/collection/search/828797?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=475";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP886905.jpg;dp/web-additional/DP886905.jpg;dp/web-large/DP886905.jpg;1863;Etching;28.57.16;Not on view
Lucidario di Recami, page 11 (verso);Iseppo Foresto (Italian, active Venice, 1557);Iseppo Foresto;;<p>Iseppo Foresto (Italian, active Venice, 1557) </p><p>Date: 1564<br/>Accession Number: 21.45.3(22)</p>;"/art/collection/search/660847?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=476";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP362125.jpg;dp/web-additional/DP362125.jpg;dp/web-large/DP362125.jpg;1564;Woodcut;21.45.3(22);Not on view
Two musicians and a man carrying on his head a rooster in cage, from a group of drawings depicting Peruvian dress;Attributed to Francisco (Pancho) Fierro (African Peruvian, 1807–1879);Francisco (Pancho) Fierro;;<p>Attributed to Francisco (Pancho) Fierro (African Peruvian, 1807–1879) </p><p>Date: ca. 1848<br/>Accession Number: 38.145.459</p>;"/art/collection/search/819244?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=477";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP883513.jpg;dp/web-additional/DP883513.jpg;dp/web-large/DP883513.jpg;ca. 1848;Watercolor;38.145.459;Not on view
View of Lake Tai;Wen Zhengming (Chinese, 1470–1559);Wen Zhengming;China;<p>Wen Zhengming (Chinese, 1470–1559) </p><p>Date: dated 1543<br/>Accession Number: 1982.7.1</p>;"/art/collection/search/45779?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=478";https://images.metmuseum.org/CRDImages/as/mobile-large/DP153574.jpg;as/web-additional/DP153574.jpg;as/web-large/DP153574.jpg;dated 1543;"Folding fan mounted as an album leaf; ink and color on gold-flecked paper";1982.7.1;Not on view
Terracotta fragment of a neck-amphora (jar); ;;Greek, Attic;<p>Date: second quarter of the sixth century BCE<br/>Accession Number: 2011.604.3.759</p>;"/art/collection/search/750076?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=479";https://images.metmuseum.org/CRDImages/gr/mobile-large/DVB12281_1_ff.jpg;gr/web-additional/DVB12281_1_ff.jpg;gr/web-large/DVB12281_1_ff.jpg;second quarter of the sixth century BCE;Terracotta;2011.604.3.759;Not on view
Coverlet;David Daniel Haring (1800–1889);David Daniel Haring;American;<p>David Daniel Haring (1800–1889) </p><p>Date: 1834<br/>Accession Number: 1988.127</p>;"/art/collection/search/13646?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=480";https://images.metmuseum.org/CRDImages/ad/mobile-large/DT5924.jpg;ad/web-additional/DT5924.jpg;ad/web-large/DT5924.jpg;1834;"Cotton and wool; Doublecloth, woven on a hand-loom with a
 Jacquard attachment";1988.127;Not on view
"""Isfandiyar&#39;s Fifth Course: He Slays the Simurgh"", Folio from a Shahnama (Book of Kings)";"Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus)";Abu'l Qasim Firdausi;;"<p>Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus) </p><p>Date: ca. 1330–40<br/>Accession Number: 1974.290.28</p>";"/art/collection/search/452653?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=481";https://images.metmuseum.org/CRDImages/is/mobile-large/DP108576.jpg;is/web-additional/DP108576.jpg;is/web-large/DP108576.jpg;ca. 1330–40;Ink, opaque watercolor, gold, and silver on paper;1974.290.28;Not on view
Necktie;The Brandon Shop (American);The Brandon Shop;American;<p>The Brandon Shop (American) </p><p>Date: ca. 1962<br/>Accession Number: 2009.300.7350</p>;"/art/collection/search/174442?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=482";https://images.metmuseum.org/CRDImages/ci/mobile-large/64.123.36_CP1.jpg;ci/web-additional/64.123.36_CP1.jpg;ci/web-large/64.123.36_CP1.jpg;ca. 1962;Wool;2009.300.7350;Not on view
Epinette des Vosges;"Amant Constant (Amé) Lambert (French, La Girmont 1843–1908 Val-d&#39;Ajol)";Amant Constant (Amé) Lambert;French;"<p>Amant Constant (Amé) Lambert (French, La Girmont 1843–1908 Val-d&#39;Ajol) </p><p>Date: late 19th century<br/>Accession Number: 46.34.30</p>";"/art/collection/search/505254?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=483";https://images.metmuseum.org/CRDImages/mi/mobile-large/140357.jpg;mi/web-additional/140357.jpg;mi/web-large/140357.jpg;late 19th century;wood, metal;46.34.30;Not on view
Épinette des Vosges;"Amant Constant (Amé) Lambert (French, La Girmont 1843–1908 Val-d&#39;Ajol)";Amant Constant (Amé) Lambert;French;"<p>Amant Constant (Amé) Lambert (French, La Girmont 1843–1908 Val-d&#39;Ajol) </p><p>Date: late 19th century<br/>Accession Number: 89.4.992</p>";"/art/collection/search/501602?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=484";https://images.metmuseum.org/CRDImages/mi/mobile-large/MUS57A.jpg;mi/web-additional/MUS57A.jpg;mi/web-large/MUS57A.jpg;late 19th century;wood, metal;89.4.992;Not on view
Terracotta fragments of a dinos (bowl for mixing wine and water); ;;Etruscan;<p>Date: mid-6th century BCE<br/>Accession Number: 2011.604.10.276a–j</p>;"/art/collection/search/768207?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=485";https://images.metmuseum.org/CRDImages/gr/mobile-large/DVB16449_01_ff.jpg;gr/web-additional/DVB16449_01_ff.jpg;gr/web-large/DVB16449_01_ff.jpg;mid-6th century BCE;Terracotta;2011.604.10.276a–j;Not on view
Corona delle Nobili et Virtuose Donne: Libro I-IV, page 27 (recto);Cesare Vecellio (Italian, Pieve di Cadore 1521–1601 Venice)  , Venice;Cesare Vecellio;;<p>Cesare Vecellio (Italian, Pieve di Cadore 1521–1601 Venice)  , Venice</p><p>Date: 1601<br/>Accession Number: 18.67.2(28)</p>;"/art/collection/search/661820?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=486";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP353672.jpg;dp/web-additional/DP353672.jpg;dp/web-large/DP353672.jpg;1601;Woodcut;18.67.2(28);Not on view
Watch;Watchmaker: Daniel Vauchez (French, born 1716, active 1767–90);Daniel Vauchez;French, Paris;<p>Watchmaker: Daniel Vauchez (French, born 1716, active 1767–90) </p><p>Date: ca. 1783–90<br/>Accession Number: 17.190.1587</p>;"/art/collection/search/194176?&ao=on&ft=Rooster&offset=400&rpp=100&amp;pos=487";https://images.metmuseum.org/CRDImages/es/mobile-large/DP350911.jpg;es/web-additional/DP350911.jpg;es/web-large/DP350911.jpg;ca. 1783–90;"Case: partly enameled gold set with pearls, gold bezel with diamonds set in silver; Dial: white enamel with openwork brass hands; Movement: brass and steel";17.190.1587;Not on view
